,listing_id,id,date,reviewer_id,reviewer_name,comments,sentiment,duration
9398,1846637,43995568.0,2015-08-23,39423647.0,Christoph,group five people wonderful time beautiful house enough space furniture makes feel like living back good old days stylish br kitchen prepare meals perfect since want spend money restaurants br br viviana downstairs living neighbour gave us warm welcome helpful information regarding oslo area around house view holmenkollen awesome especially nice weather like br br britta answering mails quickly also gave us nice tips nice hosting even though unfortunately meet personally br br thanks letting us stay flat britta,0.9906,days
9400,1846637,47957500.0,2015-09-22,2719081.0,Udo,spent four wonderful days oslo charming red house character flat perfectly equipped things history pleasure allowed use e g fine old porcelaine glasses kitchen surrounding calm relaxing though way city metro comfortable quick br viviana helpful organized comfortable welcome rainy night br perfect accomodation stay exploring oslo around marathon event,0.9895,days
9406,1846637,64787153.0,2016-03-08,54491908.0,Lukáš,red wooden house really nice place beautiful view amazing surrounding area spent nice time perfect winter holiday lukas czech biathlon fans team,0.9663,winter
9418,1846637,127853261.0,2017-01-21,14507335.0,Dan,host canceled reservation 20 days arrival automated posting,0.0,reservation 20 days
9425,1846637,232511445.0,2018-02-05,1133574.0,Kevin,lovely old house full character convenient winter park supermarket subway five minutes walk,0.5859,winter
9427,1846637,238096743.0,2018-02-25,28493671.0,Sofie,upper floor charming wooden house suited needs perfectly enjoyed winter weekend much vivianne made easy us check place clean cute recommend,0.9698,winter weekend
9439,1846637,402438614.0,2019-01-18,233846979.0,Steffen,host canceled reservation 344 days arrival automated posting,0.0,reservation 344 days
9440,1846637,406053654.0,2019-01-28,23804172.0,Erin,cozy spot curl snowy winter norway spending one whole day winterpark skiing great location visit able navigate metros easily neighbor downstairs manage airbnb great gave us warm boots extra clothes lot local tips definitely recommend want stay outside city mind older non modern amenity three year old really enjoyed stay,0.9665,winter
9465,1878209,34459357.0,2015-06-08,14374663.0,Joakim,stayed family christian place week experience great apartment extremely well located new barcode district heart oslo close everything might need public transportation restaurants shops etc although central location still peaceful apartment modern nicely decorated everything needed stay christian also helpful whenever needed anything renting parking space giving us instructions using cooker etc apartment also child friendly kids loved highly recommend christian apartment anyone planning stay oslo wants close everything yet comforts nice home,0.9856,week
9486,1915723,24721265.0,2015-01-02,18307541.0,Yuxin,marit amazing host friendly thorough glad help many ways stayed place 2 nights time stay marit town problems provided thorough explanation everything arrival gave us easy smooth access equipments apartment beautiful clean delicately prepared 5 10 minutes walk public transport bus subway pleasant walk lots luggage loved place felt like home stay visit oslo,0.985,2 nights
9487,1915723,39265382.0,2015-07-22,16384339.0,Robin,great time marits pauls appartement really felt like coming home beginning around arrived made us warm welcome gave us informations need appartement located beautiful neighborhood central could reach everything walking br br thank marit paul made us great days oslo best wishes robin sara,0.9802,days
9489,1915723,40711041.0,2015-08-02,4672635.0,Robert,arriv sous la pluie marit eu la gentillesse de venir nous chercher en voiture la gare en provenance de bergen br sa gentillesse et les renseignements pratiques nous ont facilit le jour br l appartement est top chaleureux tr spacieux et bien situ 3 arr ts du bus 37 du centre ville br nous recommandons fortement cette location br br marie et robert br,0.2023,37
9499,1915723,57653643.0,2015-12-28,7837738.0,Tiffany,marit paul amazing hosts even provided food breakfast get us started much appreciated apartment spacious cozy two us although pleasure meeting friend johnny kind enough wait us arrive flat order show us around also greeted guidebooks maps used internet research planning days another plus large kitchen able prepare breakfast dinner nights restaurants area closed wonderful stay thank marit paul,0.9769,days
9504,1915723,72491659.0,2016-05-02,52661216.0,Hannah,marit paul apartment gorgeous cosy clean tidy yet felt homely welcoming everything needed long weekend stayed lots towels shampoo coffee etc location absolutely perfect 10 mins walk shops restaurants 15 20 minute walk central oslo could get tube well prefer walk quiet area little street noise slept well comfy bed br marit amazing host providing lots info local areas check tourist places visit also hand whenever question responded promptly lots info lucky enough meet marit able pick us oslo central station great also got hang paul one neighbours party fab definitely highlight holiday would hesitate return marit apartment would recommend anyone wanting great trip oslo thank fantastic weekend,0.9948,long weekend
9514,1915723,176159417.0,2017-07-30,30060034.0,Heiliger,hey marit paul br enjoyed stay beautiful well eqiupped apartment much much communication reliable responsive thanks nice days oslo,0.9477,thanks nice days
9532,1949704,15219592.0,2014-07-05,17399687.0,Dominik,reservation canceled 48 days arrival automated posting,0.0,48 days
9534,1949704,89241282.0,2016-07-27,65403028.0,Amos,host canceled reservation 11 days arrival automated posting,0.0,reservation 11 days
9546,1969573,14183066.0,2014-06-14,3193264.0,Hrund,heidi apartment perfect us four two children stayed 8 days kids slept well sofas apartment clean everything needed stay oslo best thing apartment location would definetaly stay heidi apartment thing missing window curtains livingroom could get quite warm way block light would probably problem noone sleep couch communication heidi positive prompt,0.8867,8 days
9551,1969573,16043781.0,2014-07-20,1021544.0,Preetham And Neema,stay heidi excellent directions simple map able get airport via local train walking also clear instructions gaining access apartment apartment beautifully decorated clean charming within walking distance nice park supermarkets restaurants nice quiet neighborhood cook kitchen fully equipped br br really appreciated charged cleaning fee tidying instead tip guests remember check beforehand apartment ac pretty warm inside imagine issue year definitely recommend heidi host great communication place full sunlight pleasant experience,0.9918,year
9563,1969573,24004079.0,2014-12-16,10822997.0,Christoph,spent weekend three friends heidis place beautiful frogner neighborhood br unfortunately get meet heidi person made sure felt comfortable lovely flat everything needed amazing time would recommend staying place could walk city within 20 minutes take tram br,0.9652,weekend three
9571,1969573,25928298.0,2015-01-30,9202217.0,Milagros,stayed heidi place 12 days apartment pictures nice comfy apartment great location everything even work apartment warm couple heaters need neither start fireplace br bad thing 3rd floor elevator knew bit difficult huge luggage long stay complains hope back soon,0.6597,12 days
9572,1969573,27217682.0,2015-02-28,24755276.0,Dave,heidi instrictions clear apartment description acurate neighbourhood really nice tram stop within 100m apartment 4th floor notice road noise apartment br loveley little balcony rear kitchen unfortunately temperature close freezing thing used cooling beer big fridge balcony quaint br looking sterile lifeless serviced apartment probably instead heidi place really home home kitchen shelves packed heidi food coffee table laden art books seemed like heidi popped away weekend self clean rental heidi operates makes feel even homely lived less disenfectant cleansed like serviced apartments middle two weeks really felt like 2nd home br thanks heidi renting home made business stay oslo much easier hotel br p far cold electric radiators low warm enough really feel cold reading previous reviews brought wool base layers r rus blanket,0.9341,two weeks
